Age,Gender,Country,Job Title,Trading Volume per Month (USD),Deposit Volume per Month (USD),Withdrawal Volume per Month (USD),Current Balances (USD)
78,Female,China,Broker,3763.6,6824.53,24270.84,54367.34
34,Other,India,Risk Manager,22513.9,8974.08,4627.18,80507.76
43,Male,Japan,Compliance Officer,31787.45,3074.27,5887.84,39890.37
53,Male,Japan,Portfolio Manager,9610.65,13421.18,6305.5,73630.47
18,Other,Canada,Compliance Officer,28941.63,18370.16,23291.61,89916.29
25,Other,UK,Compliance Officer,26729.07,27910.2,26734.42,26165.31
66,Male,Japan,Financial Advisor,10492.43,22185.24,16906.95,24146.0
52,Other,UK,Market Strategist,7146.39,21705.76,28741.25,36068.55
78,Female,Brazil,Financial Advisor,37972.22,9274.57,21854.51,41844.15
69,Female,China,Portfolio Manager,16197.06,26654.38,16932.33,11104.44
32,Male,Germany,Market Strategist,12277.62,28411.32,18367.14,23128.9
64,Female,Germany,Compliance Officer,36920.13,27971.27,25493.55,87322.8
80,Female,Japan,Quantitative Analyst,36829.83,1212.15,2750.91,56659.11
73,Male,China,Portfolio Manager,13892.44,18150.3,5082.12,26782.03
39,Other,Brazil,Risk Manager,43641.17,19314.59,8025.53,94359.47
31,Male,USA,Risk Manager,34443.68,8887.2,26848.54,77431.11
43,Female,China,Risk Manager,17353.63,29772.74,28351.1,36243.03
45,Male,Canada,Analyst,21431.73,8771.06,10717.31,76544.29
40,Male,Germany,Market Strategist,36362.81,6537.52,27719.52,59605.23
31,Female,Canada,Compliance Officer,10658.03,14550.16,16428.09,68381.84
41,Female,Germany,Compliance Officer,23491.16,9728.26,14224.55,32144.93
19,Male,Brazil,Market Strategist,32712.56,27724.68,24991.3,20949.54
62,Female,India,Financial Advisor,27020.98,13230.3,16405.2,25358.07
43,Female,Australia,Risk Manager,30455.58,12333.98,13661.74,8373.45
31,Female,China,Financial Advisor,27356.0,18794.57,528.11,47103.76
76,Female,China,Financial Advisor,10041.45,2479.38,436.28,40623.33
73,Female,India,Risk Manager,20569.25,22714.15,18846.36,253.97
68,Female,USA,Wealth Manager,26646.08,23063.54,2248.84,85636.67
24,Other,Germany,Compliance Officer,39025.13,14247.07,22121.51,68186.92
20,Male,USA,Analyst,32729.82,28673.15,18689.13,44674.12
64,Female,China,Risk Manager,21386.89,17401.21,13759.0,96702.12
40,Male,Japan,Quantitative Analyst,48722.55,20872.33,21308.62,94054.16
63,Other,Japan,Risk Manager,5479.0,27734.13,29792.49,9509.69
60,Female,France,Broker,10419.56,20007.04,7428.39,61513.92
64,Male,UK,Broker,17131.5,12983.19,16733.82,81702.25
77,Female,Japan,Portfolio Manager,11505.75,791.9,25293.53,17295.19
62,Female,Japan,Wealth Manager,31309.56,21862.56,555.4,12796.21
35,Female,Germany,Risk Manager,2073.58,28947.74,6145.07,25977.78
75,Female,France,Compliance Officer,8954.1,14133.54,15652.71,27967.11
55,Female,Germany,Wealth Manager,14738.03,10226.07,16589.77,96498.46
52,Female,China,Compliance Officer,34198.95,15601.82,2635.68,78047.73
68,Female,Canada,Market Strategist,43805.66,21866.69,12252.51,5973.79
32,Other,USA,Wealth Manager,39944.74,70.68,15617.55,78648.14
42,Other,China,Trader,9185.84,26621.99,12718.12,16963.95
72,Female,Canada,Trader,28313.75,26596.57,21032.86,35724.2
54,Female,Brazil,Portfolio Manager,1598.13,16261.87,23152.35,31851.96
45,Other,Brazil,Wealth Manager,15595.79,3715.24,13834.84,27238.16
27,Other,Germany,Trader,40318.59,20170.58,12798.51,30875.8
56,Other,Australia,Trader,22887.62,4178.48,21175.64,75420.15
74,Female,Australia,Quantitative Analyst,7582.07,15251.04,16681.31,26655.39
34,Male,Canada,Broker,21983.81,2854.22,26119.66,80072.41
56,Male,Japan,Analyst,9981.84,17692.51,14460.33,9101.7
39,Male,Germany,Financial Advisor,19720.25,9576.18,17251.11,59516.99
43,Male,Canada,Risk Manager,24442.89,24938.19,3907.72,86300.09
79,Female,Germany,Trader,17542.95,24008.39,25088.12,7929.72
61,Male,Canada,Financial Advisor,46854.75,29954.29,12697.65,63488.77
42,Other,Brazil,Financial Advisor,28170.26,7762.22,21585.95,51161.68
34,Other,France,Wealth Manager,42160.34,1900.94,12913.01,33194.11
30,Male,Germany,Wealth Manager,38060.35,13317.95,80.32,10067.45
37,Other,France,Risk Manager,33092.2,2547.93,12042.29,67648.53
42,Female,Brazil,Broker,24894.75,5396.07,4467.69,30937.8
21,Male,Australia,Market Strategist,208.47,17939.14,11988.52,33891.9
27,Male,India,Financial Advisor,30712.03,17784.32,9674.25,71759.27
20,Female,USA,Market Strategist,17862.28,1347.66,6116.29,94535.36
58,Other,China,Broker,5976.33,13315.0,3756.97,33363.74
62,Female,USA,Portfolio Manager,22286.85,15930.05,21870.41,74673.31
35,Female,USA,Analyst,36804.11,8077.33,22658.07,95660.9
64,Other,China,Risk Manager,48087.72,26167.69,7986.68,9782.7
53,Female,Brazil,Quantitative Analyst,18767.83,4874.9,14880.95,52920.19
64,Other,Brazil,Broker,27181.89,7654.36,13948.92,1116.43
39,Other,Australia,Trader,42577.09,4751.98,10689.66,82517.8
51,Female,India,Market Strategist,16766.57,3540.57,8365.23,28689.07
64,Other,UK,Portfolio Manager,7198.64,26375.43,5621.65,33276.75
25,Female,USA,Compliance Officer,14165.9,8371.88,26193.13,68728.69
57,Other,Japan,Market Strategist,44966.23,21689.59,25007.71,78917.98
66,Male,USA,Financial Advisor,8053.72,12868.07,12544.52,39999.03
61,Other,UK,Market Strategist,16528.13,19094.41,21649.98,66552.01
36,Other,Germany,Quantitative Analyst,23285.55,27848.88,14975.05,95635.44
59,Female,Australia,Broker,42370.95,25346.01,2607.23,88690.23
58,Other,France,Trader,46891.89,2116.14,24680.6,70129.41
54,Male,France,Trader,21347.93,25363.82,6617.18,94306.39
23,Male,UK,Compliance Officer,46604.51,13582.11,21219.18,87593.8
69,Other,USA,Wealth Manager,8156.81,10536.86,15845.57,72900.91
43,Other,France,Financial Advisor,7926.93,20188.02,20731.67,91724.78
51,Male,UK,Broker,47467.62,28508.73,14162.53,81739.05
76,Female,China,Market Strategist,25533.04,2869.36,21091.71,50225.41
73,Male,Brazil,Compliance Officer,9376.8,23053.91,1032.74,50228.19
76,Male,Canada,Analyst,24450.72,6145.07,1273.55,879.08
62,Other,Brazil,Quantitative Analyst,39182.24,11435.08,26895.38,3024.97
23,Other,USA,Wealth Manager,41363.33,26221.0,22503.34,74622.76
54,Male,UK,Wealth Manager,43212.07,16396.69,24862.6,55476.89
74,Female,Germany,Portfolio Manager,28521.59,2070.33,13724.73,76095.81
50,Male,France,Portfolio Manager,43360.61,15266.05,13816.42,94966.28
70,Male,France,Analyst,25550.51,23699.77,16043.42,45253.07
39,Female,France,Compliance Officer,30392.29,15889.97,7347.68,8844.56
38,Male,UK,Risk Manager,37960.12,5048.33,22018.4,62655.94
23,Male,Brazil,Quantitative Analyst,21329.22,13378.98,24892.16,9973.38
23,Other,Germany,Compliance Officer,3771.72,27734.14,27221.36,62130.3
72,Female,UK,Financial Advisor,17573.3,19763.21,15535.16,52773.88
65,Other,USA,Quantitative Analyst,31234.82,21910.1,12466.57,71221.71
21,Other,Australia,Wealth Manager,9697.39,23588.8,24936.45,35095.96
47,Female,USA,Wealth Manager,7504.43,2766.27,22592.34,14386.18
28,Female,Canada,Financial Advisor,14724.72,17467.02,26024.83,23621.05
79,Male,Australia,Risk Manager,1702.36,11308.66,19689.15,68363.43
79,Other,USA,Analyst,37196.8,4217.82,26505.23,47816.56
47,Female,Germany,Portfolio Manager,13009.91,6121.15,2716.8,54081.75
48,Other,India,Wealth Manager,6299.5,23445.76,20402.87,32299.84
41,Other,India,Risk Manager,34986.56,4886.6,2709.41,83670.22
72,Female,India,Broker,42162.11,9406.94,22479.78,99945.51
26,Male,Canada,Quantitative Analyst,1091.79,8581.96,18871.89,31220.61
72,Other,Canada,Analyst,11756.63,1506.48,528.96,71865.16
20,Female,India,Compliance Officer,47267.09,13891.65,17997.87,17110.02
68,Male,China,Risk Manager,19324.18,22989.6,4431.08,74243.19
48,Other,France,Analyst,46935.74,713.47,4315.22,43085.14
57,Female,Australia,Risk Manager,13783.21,3420.92,4556.37,60530.57
54,Other,Australia,Broker,10981.58,21619.59,14540.52,23756.06
53,Female,France,Trader,10784.01,17827.75,3509.83,85165.67
41,Female,Brazil,Financial Advisor,4352.91,21471.67,3813.39,17333.53
48,Other,China,Trader,44831.97,6941.61,7722.23,92860.54
23,Other,India,Analyst,48993.77,24122.88,75.7,6124.84
19,Female,France,Trader,47729.99,14422.14,8309.9,28798.15
37,Male,UK,Risk Manager,42616.2,18328.54,18571.31,56294.55
45,Other,Australia,Risk Manager,42359.71,2809.99,18067.04,85846.86
28,Female,UK,Trader,33088.16,6190.7,29087.53,57702.49
21,Female,France,Financial Advisor,41328.06,23212.07,3632.92,21611.37
32,Male,France,Financial Advisor,10496.28,6756.06,25973.86,85903.34
23,Male,USA,Broker,19456.84,2821.27,11766.13,59616.21
71,Male,USA,Risk Manager,32077.73,17936.24,11641.74,23234.7
66,Other,Germany,Analyst,43751.09,16460.7,10496.89,56184.36
47,Female,Germany,Quantitative Analyst,33057.43,18256.42,3785.86,67529.93
73,Female,Canada,Financial Advisor,41967.2,18568.25,14381.23,68052.75
55,Female,Canada,Market Strategist,23750.08,15030.91,23631.97,72400.46
68,Male,India,Financial Advisor,35893.46,14838.53,26269.2,89573.8
79,Female,USA,Broker,49001.04,27728.76,28887.63,82482.2
74,Other,India,Quantitative Analyst,7759.08,16039.76,23569.51,60769.7
19,Male,France,Portfolio Manager,46353.34,18538.14,18711.6,3216.54
32,Male,India,Market Strategist,26165.96,8045.73,14951.14,74952.24
28,Male,France,Financial Advisor,32196.58,26139.24,26253.17,97495.94
25,Male,Australia,Trader,43905.66,779.82,22198.43,30556.66
43,Other,USA,Risk Manager,20541.74,16738.94,4879.68,60689.86
68,Female,Germany,Market Strategist,20992.76,11546.32,20492.39,76866.66
62,Other,India,Financial Advisor,26406.37,18136.93,12959.61,63908.9
61,Female,USA,Risk Manager,1053.19,10837.15,17894.2,92254.89
22,Other,Australia,Analyst,24883.64,21544.75,26955.67,47334.0
23,Male,UK,Quantitative Analyst,14625.25,658.93,19594.49,53184.68
43,Male,Germany,Wealth Manager,46404.91,12206.39,28164.79,3824.34
71,Other,China,Broker,4477.99,24946.34,25997.77,90022.13
21,Other,Japan,Portfolio Manager,23020.09,7543.51,3910.59,26228.28
36,Female,USA,Trader,47378.66,1629.89,398.97,97842.11
37,Other,Brazil,Market Strategist,45061.66,14920.9,11563.12,20210.64
50,Other,USA,Portfolio Manager,35097.29,29297.18,25966.63,25345.57
37,Female,France,Broker,29509.12,1971.55,6942.27,48462.56
66,Female,China,Portfolio Manager,14108.47,2148.19,20757.43,66050.01
29,Female,Brazil,Quantitative Analyst,18411.16,17873.74,14306.06,44066.46
64,Other,India,Analyst,4597.73,7539.53,22395.03,35181.65
18,Female,Australia,Trader,39326.8,12336.43,4991.06,54008.7
43,Male,Brazil,Market Strategist,16261.1,24923.69,7210.78,95829.83
31,Male,India,Quantitative Analyst,33422.32,6005.52,7313.61,96195.2
55,Male,India,Quantitative Analyst,17943.98,21593.03,16476.55,32804.48
54,Other,India,Risk Manager,23270.09,15159.34,8724.25,68015.86
79,Male,France,Analyst,27794.62,27153.48,24361.09,72191.23
28,Other,Brazil,Wealth Manager,40112.44,29190.21,10436.49,65341.71
80,Other,Canada,Analyst,10636.7,14574.58,19842.49,11301.03
53,Male,Australia,Analyst,19998.39,17560.18,28457.63,53947.57
30,Female,UK,Quantitative Analyst,6591.07,22387.98,18227.37,76325.16
60,Other,USA,Wealth Manager,3880.45,9594.29,7302.5,20080.96
20,Male,France,Financial Advisor,30273.25,6840.87,24922.18,34820.88
50,Other,Germany,Risk Manager,9535.64,28942.32,425.65,20380.04
23,Female,UK,Analyst,3083.99,13006.83,7733.29,88692.86
67,Female,Australia,Financial Advisor,44865.19,97.65,11655.34,85853.16
73,Male,France,Wealth Manager,26762.29,25139.66,5919.57,16920.31
27,Other,UK,Analyst,6817.95,18009.94,18140.34,76055.02
22,Other,USA,Trader,2765.96,5098.33,16762.12,36397.61
40,Other,India,Financial Advisor,6081.02,952.68,12224.57,68617.1
27,Other,China,Financial Advisor,23619.73,8779.9,8866.66,49336.81
61,Male,India,Trader,33456.42,27840.22,13045.52,47197.89
19,Female,Australia,Financial Advisor,32099.88,28008.06,8771.51,88128.48
30,Male,USA,Portfolio Manager,7306.71,9364.55,6676.69,63696.43
57,Other,UK,Analyst,31711.1,25086.13,10570.54,23576.79
19,Other,Japan,Market Strategist,20302.79,13283.27,18089.95,11075.9
37,Female,China,Financial Advisor,23290.71,19647.63,19469.31,93340.68
18,Other,India,Broker,40091.38,10066.59,8955.55,15338.6
80,Male,Canada,Compliance Officer,16691.72,15503.38,28424.57,73407.65
54,Male,UK,Wealth Manager,7435.25,8848.69,7895.68,49584.95
26,Female,India,Broker,43685.31,1880.38,21378.36,14006.54
34,Male,UK,Trader,10685.32,4224.38,2490.33,77665.56
26,Male,China,Analyst,14772.09,8755.7,19962.09,90448.45
28,Male,Australia,Analyst,35358.84,29288.8,13825.47,12150.66
32,Male,Germany,Broker,34209.16,28971.88,17094.78,6708.88
41,Other,India,Financial Advisor,40039.96,24838.52,5562.98,84985.0
55,Male,UK,Wealth Manager,9274.95,7013.56,13035.24,50095.34
72,Female,Germany,Analyst,17678.77,13275.98,23000.02,67453.53
52,Female,Germany,Financial Advisor,6381.57,13221.5,23024.19,44148.03
47,Male,Canada,Trader,27097.85,11639.85,7164.8,41242.83
48,Female,Germany,Portfolio Manager,14699.27,1394.17,10610.35,29965.91
66,Male,China,Risk Manager,34477.89,16059.09,164.22,56292.82
22,Female,USA,Wealth Manager,117.18,2230.72,2744.37,15980.79
79,Female,Germany,Trader,3078.18,24067.46,3845.57,71723.08
77,Male,Japan,Quantitative Analyst,21684.76,20754.65,8844.86,54942.97
61,Male,UK,Analyst,47913.39,10614.47,22782.51,84752.08
67,Other,Germany,Compliance Officer,44553.48,19431.73,15331.99,92101.41
31,Male,Brazil,Financial Advisor,49701.05,7029.46,23788.61,90058.68
70,Male,USA,Quantitative Analyst,20899.83,7994.24,22659.43,60123.09
73,Other,France,Broker,2423.77,9458.3,17634.79,31873.43
28,Male,USA,Analyst,15367.21,23920.5,15020.81,35716.96
26,Male,Australia,Portfolio Manager,33820.97,6360.21,27943.06,65253.61
51,Other,France,Quantitative Analyst,6844.67,16905.3,17099.64,71196.71
29,Male,Canada,Market Strategist,15068.61,6053.99,14510.58,16128.55
52,Male,USA,Financial Advisor,2902.69,8586.87,26080.17,99794.93
52,Other,Australia,Quantitative Analyst,23800.86,7102.66,2189.59,10750.31
18,Other,USA,Portfolio Manager,10525.14,19367.89,19697.99,60709.22
57,Female,Germany,Wealth Manager,4653.28,15825.53,3435.17,53102.37
39,Male,India,Broker,20619.67,21652.91,24603.66,59098.82
77,Female,India,Risk Manager,17626.15,6637.31,23790.35,53376.49
46,Female,Australia,Trader,26922.14,324.0,15132.82,5791.01
25,Other,USA,Financial Advisor,37477.03,20431.26,19848.27,99592.54
28,Male,Australia,Compliance Officer,5717.18,3489.88,23190.02,98127.7
58,Male,Canada,Market Strategist,39577.17,7426.84,14524.95,52435.19
54,Other,India,Quantitative Analyst,1411.87,9205.3,27183.44,20834.89
31,Female,Brazil,Financial Advisor,22210.78,22416.72,13139.05,18294.21
77,Other,France,Wealth Manager,29412.77,18795.46,26766.07,5704.85
47,Male,China,Broker,47854.23,5568.75,17503.18,61185.9
52,Other,Germany,Portfolio Manager,28738.76,17956.74,12815.99,47823.66
38,Male,Brazil,Risk Manager,8021.58,21259.03,172.72,41631.18
54,Female,Brazil,Financial Advisor,25925.34,11697.47,8901.9,52521.33
22,Male,UK,Compliance Officer,19849.62,7416.29,26044.25,87285.29
36,Female,Brazil,Trader,24019.84,20385.53,12889.95,7071.87
76,Female,France,Trader,9935.14,18346.19,12672.98,54408.93
31,Male,France,Risk Manager,25091.27,2383.47,14707.85,70101.69
43,Male,Germany,Market Strategist,7586.98,20017.06,8624.81,97068.88
79,Female,Australia,Compliance Officer,37227.75,14681.11,14771.96,73969.22
21,Other,Japan,Wealth Manager,29735.92,22613.4,11304.11,54811.45
42,Male,Japan,Compliance Officer,4018.53,5761.99,27287.8,76676.87
62,Female,USA,Wealth Manager,44491.76,7783.58,16940.8,99705.82
59,Female,USA,Market Strategist,30857.34,16322.22,25032.82,88873.44
42,Other,China,Wealth Manager,15873.74,14477.92,20621.88,8909.63
35,Male,France,Broker,2377.56,11621.64,6417.46,57482.8
57,Female,USA,Compliance Officer,31648.11,22393.7,26036.59,78647.42
25,Other,UK,Portfolio Manager,18734.67,16964.31,2663.76,67187.55
56,Female,USA,Portfolio Manager,45390.14,21322.64,13486.7,41696.79
57,Male,Canada,Quantitative Analyst,1840.4,4639.99,7212.7,32244.44
31,Other,Canada,Compliance Officer,2051.21,21883.2,16149.78,62700.49
49,Female,UK,Market Strategist,47470.03,13872.77,9036.48,41236.87
68,Other,Brazil,Compliance Officer,48247.21,1061.35,21698.65,39199.75
78,Male,Canada,Trader,1484.34,7073.02,28110.72,83674.18
55,Other,Japan,Broker,35830.06,821.4,21287.24,31565.54
50,Male,Japan,Trader,11152.59,13733.39,10691.55,64492.39
40,Female,Canada,Financial Advisor,35099.5,9810.1,18022.1,87343.34
80,Male,USA,Analyst,43449.77,29624.11,26661.36,62177.19
32,Female,China,Quantitative Analyst,5131.49,26061.7,8137.35,49278.74
50,Female,China,Risk Manager,12014.44,24778.84,3590.23,3530.27
42,Male,Japan,Financial Advisor,1301.48,15058.44,3966.38,68157.26
34,Female,Canada,Financial Advisor,2287.11,24222.27,14870.85,99752.6
50,Other,Brazil,Compliance Officer,1577.93,8042.75,21977.48,80843.06
64,Female,Germany,Financial Advisor,40054.05,16841.45,19734.87,63446.62
72,Male,USA,Analyst,14984.8,11817.9,13643.99,46914.45
19,Other,USA,Financial Advisor,24711.25,5181.69,21892.48,22432.42
31,Other,China,Compliance Officer,39413.43,2224.77,19037.4,69210.92
70,Female,Canada,Trader,24797.69,16768.64,18865.51,17730.19
57,Female,Australia,Financial Advisor,21516.88,2974.29,6111.17,88704.85
57,Male,India,Risk Manager,677.5,21554.19,9411.87,35398.86
68,Other,Canada,Broker,28445.17,27647.98,10365.51,39979.64
56,Male,UK,Broker,6324.68,4905.08,24255.31,21604.16
68,Female,Canada,Wealth Manager,38255.95,14154.61,23264.56,48166.24
23,Other,USA,Quantitative Analyst,12961.11,22176.3,7617.55,68045.45
23,Male,Germany,Analyst,33741.95,8640.85,1701.81,30277.92
20,Male,UK,Portfolio Manager,32346.55,27626.9,23045.13,70183.76
24,Male,China,Analyst,30872.11,26659.54,12325.49,62058.22
68,Male,France,Wealth Manager,13420.91,3157.44,6633.1,37238.83
25,Male,France,Risk Manager,13427.78,870.62,3554.66,31280.42
59,Other,Australia,Trader,43166.1,29294.93,433.8,86132.94
69,Male,China,Portfolio Manager,739.09,28696.43,12860.5,1193.5
32,Other,Brazil,Compliance Officer,9157.98,12697.45,10225.93,71590.57
64,Male,Japan,Compliance Officer,30547.53,1564.37,20909.28,41725.39
46,Female,Australia,Quantitative Analyst,40870.61,18585.32,29301.13,71769.18
50,Female,France,Portfolio Manager,17981.44,8837.63,6243.14,50751.3
69,Male,Japan,Compliance Officer,32706.83,28104.85,7328.93,8386.06
47,Female,Brazil,Quantitative Analyst,27902.11,23850.12,10152.21,98205.23
56,Other,China,Risk Manager,3320.55,19505.33,14004.83,8604.55
44,Male,Japan,Portfolio Manager,31125.33,8570.89,20946.08,15843.48
53,Other,China,Risk Manager,40713.78,21052.99,10593.34,42033.53
46,Male,Brazil,Compliance Officer,49623.17,8710.59,3170.81,94462.34
55,Female,India,Broker,1579.04,1177.05,21923.73,29307.22
74,Other,UK,Analyst,33036.9,15277.62,23849.52,56866.21
50,Female,Japan,Analyst,20786.02,14686.1,7467.08,52143.65
78,Female,Japan,Risk Manager,588.42,22902.03,4145.85,33014.75
54,Male,China,Broker,30756.61,25976.93,15857.64,69633.24
44,Other,China,Quantitative Analyst,6209.12,10666.33,6289.01,50146.23
72,Female,Japan,Trader,18990.49,13511.72,11256.19,57828.66
50,Male,China,Trader,13142.22,14138.49,23331.97,21015.54
79,Male,Germany,Market Strategist,18122.05,9760.51,6627.23,92654.91
21,Male,Germany,Wealth Manager,24685.51,22314.44,24197.46,11057.11
39,Female,India,Financial Advisor,18024.56,15686.93,20236.9,69026.92
19,Male,India,Market Strategist,27681.32,27422.98,6630.79,88589.61
27,Other,India,Trader,12008.62,19526.81,15815.82,8402.07
22,Other,France,Broker,31804.55,6396.3,18441.42,2875.2
76,Female,France,Analyst,42702.77,4986.02,6048.27,33315.37
27,Other,Canada,Analyst,11280.95,11202.91,4391.23,78994.79
50,Male,Australia,Trader,25443.07,10440.45,15958.48,71736.65
71,Female,UK,Trader,32469.62,12243.6,20830.54,82215.71
55,Male,Germany,Wealth Manager,28274.84,5548.55,13978.81,39749.85
30,Female,Brazil,Trader,18345.91,29347.77,2147.68,99375.9
48,Female,UK,Risk Manager,32145.77,4414.01,27760.12,36610.61
64,Male,UK,Compliance Officer,1509.49,19596.83,20864.22,80538.32
53,Other,Brazil,Financial Advisor,18558.32,441.42,18654.83,35080.64
62,Other,USA,Quantitative Analyst,26677.35,12238.48,19326.63,21844.38
